Ticker,Company,CIK,Rating Score,Net Income,Revenue,Total Assets,Total Liabilities
PRTA,PROTHENA CORP PUBLIC LTD CO,0001559053,40,-244092000.0,256000.0,326804000.0,46330000.0
RZLT,"Rezolute, Inc.",0001509261,40,-74412000.0,,175490000.0,13363000.0
POLEU,Andretti Acquisition Corp. II,0002025341,40,8350365.0,,244423346.0,10416059.0
TMS,Teamshares Inc,0002048951,40,-16495381.0,,240473275.0,30185375.0
APXT,Apex Treasury Corp,0002079253,40,2019588.0,,348131627.0,13871500.0
HBB,Hamilton Beach Brands Holding Co,0001709164,40,26455000.0,606852000.0,397624000.0,214779000.0
SRTS,"Sensus Healthcare, Inc.",0001494891,40,-7719000.0,27482000.0,53039000.0,4941000.0
KANP,KAANAPALI LAND LLC,0001230058,40,-3726000.0,1645000.0,85749000.0,8616000.0
VHC,VirnetX Holding Corp,0001082324,40,-18225000.0,162000.0,31062000.0,8588000.0
WHEN,"WORLD HEALTH ENERGY HOLDINGS, INC.",0000943535,40,-4694000.0,0.0,16118682.0,5447644.0
HYPD,"HYPERION DEFI, INC.",0001682639,40,-45314435.0,813455.0,51764256.0,10703749.0
SCYX,SCYNEXIS INC,0001178253,40,-8609000.0,257000.0,59027000.0,9651000.0
BKHA,Black Hawk Acquisition Corp,0002000775,40,1329557.0,,23877939.0,3897233.0
TACT,TRANSACT TECHNOLOGIES INC,0001017303,40,-1131000.0,11453000.0,44769000.0,13653000.0
ETS,Elite Express Holding Inc.,0002053641,40,-2185987.0,2665948.0,13705022.0,513155.0
CVV,CVD EQUIPMENT CORP,0000766792,40,-1585000.0,41128639.0,27509000.0,2784000.0
COGT,"Cogent Biosciences, Inc.",0001622229,40,-328937000.0,,937607000.0,301236000.0
NIOBW,NIOCORP DEVELOPMENTS LTD,0001512228,40,-17982000.0,,43819000.0,14658000.0
WORXD,SCWorx Corp.,0001674227,40,-4444109.0,2877629.0,7896088.0,743596.0
LBRA,1847 Holdings LLC,0001599407,40,65795303.0,48272312.0,34163656.0,63551493.0
WEC,"WEC ENERGY GROUP, INC.",0000783325,40,640300000.0,9800100000.0,51518300000.0,
CNC,CENTENE CORP,0001071739,40,-6674000000.0,194777000000.0,76747000000.0,56691000000.0
ZNOG,ZION OIL & GAS INC,0001131312,40,-2322000.0,0.0,46280000.0,3852000.0
MBVI,M3-Brigade Acquisition VI Corp.,0002073928,40,4150483.0,,350760221.0,16707470.0
ODYS,Odysight.ai Inc.,0001577445,40,-17035000.0,3015000.0,28979000.0,3553000.0
PRPO,"Precipio, Inc.",0001043961,40,-363000.0,24049000.0,21317000.0,6756000.0
VGAS,"Verde Clean Fuels, Inc.",0001841425,40,-6958000.0,,60247000.0,2112000.0
KVACF,Keen Vision Acquisition Corp.,0001889983,40,1910263.0,,57039871.0,7047398.0
HYOR,HyOrc Corp,0001070789,40,-551294.0,59124.0,21735860.0,15000.0
LIDR,"AEye, Inc.",0001818644,40,-33958000.0,233000.0,90893000.0,9551000.0
RNXT,"RenovoRx, Inc.",0001574094,40,-11168000.0,1123000.0,8095000.0,2673000.0
WNDW,"SolarWindow Technologies, Inc.",0001071840,40,-2257278.0,0.0,6645254.0,194175.0
APT,ALPHA PRO TECH LTD,0000884269,40,3531000.0,,74132000.0,11654000.0
RIBB,Ribbon Acquisition Corp.,0002035016,40,690218.0,,51999143.0,2607002.0
IBAC,IB Acquisition Corp.,0001998781,40,3416169.0,,17134092.0,1832100.0
CHCT,Community Healthcare Trust Inc,0001631569,40,5102000.0,121195000.0,990757000.0,561370000.0
TLNC,Talon Capital Corp.,0002073340,40,2625175.0,,255100876.0,10328702.0
ASPS,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,0001462418,40,71112000.0,216066000.0,139801000.0,
SGA,SAGA COMMUNICATIONS INC,0000886136,40,-7899000.0,32938000.0,201322000.0,49842000.0
BGSF,"BGSF, INC.",0001474903,40,-1160000.0,22026000.0,57837000.0,9732000.0
CAPN,Cayson Acquisition Corp,0002024203,40,1637488.0,,64639912.0,3409330.0
SKYA,"SkyAI, Inc.",0001737995,40,-282502126.0,204120.0,269075173.0,4695027.0
BRID,BRIDGFORD FOODS CORP,0000014177,40,-13359000.0,174257000.0,147214000.0,31668000.0
CTM,"Castellum, Inc.",0001877939,40,-2398292.0,52866001.0,41902844.0,6150047.0
FSHP,Flag Ship Acquisition Corp,0001850059,40,1828909.0,,33105112.0,3188875.0
SOUNW,"SOUNDHOUND AI, INC.",0001840856,40,-14006000.0,,688173000.0,224387000.0
SATA,"Strive, Inc.",0001920406,40,-393598000.0,633489.0,745527000.0,14289000.0
VENAF,MicroAlgo Inc.,0001800392,40,-6963546.0,87132230.0,72086734.0,5075274.0
KVAUF,Keen Vision Acquisition Corp.,0001889983,40,1910263.0,,57039871.0,7047398.0
KVAWF,Keen Vision Acquisition Corp.,0001889983,40,1910263.0,,57039871.0,7047398.0
FEAV,"5E Advanced Materials, Inc.",0001888654,40,-31555000.0,,70729000.0,7539000.0
DBVTF,DBV Technologies S.A.,0001613780,40,-146947000.0,5636000.0,233718000.0,64948000.0
NFTM,Buildablock Corp.,0001345865,40,-1042104.0,134422.0,372007.0,131963.0
QBTS,D-Wave Quantum Inc.,0001907982,40,-355062000.0,24587000.0,915813000.0,63583000.0
HR,Healthcare Realty Trust Inc,0001360604,40,-246071000.0,1180546000.0,9210861000.0,4534236000.0
ORKA,"Oruka Therapeutics, Inc.",0000907654,40,-105433000.0,0.0,488617000.0,16687000.0
EYPT,"EyePoint, Inc.",0001314102,40,-231962000.0,701000.0,363996000.0,57883000.0
IMA,"ImageneBio, Inc.",0001835579,40,-45349000.0,800000.0,152976000.0,19837000.0
WATT,Energous Corp,0001575793,40,-9593000.0,29135.0,16742000.0,4244000.0
INMB,"Inmune Bio, Inc.",0001711754,40,-45933000.0,50000.0,32351000.0,8827000.0
DOMH,Dominari Holdings Inc.,0000012239,40,-22435000.0,123104000.0,112907000.0,43536000.0
AEI,Alset Inc.,0001750106,40,-47414942.0,16238200.0,136587114.0,6923965.0
MYPS,"PLAYSTUDIOS, Inc.",0001823878,40,-28639000.0,235097000.0,290618000.0,62752000.0
VRNO,Verano Holdings Corp.,0001848416,40,-257908000.0,821504000.0,1741594000.0,1039215000.0
KBON,Karbon Capital Partners Corp.,0002088749,40,357006.0,,346700712.0,12605635.0
BNTC,Benitec Biopharma Inc.,0001808898,40,-8805000.0,59000.0,99592000.0,2297000.0
PACK,Ranpak Holdings Corp.,0001712463,40,-38300000.0,395000000.0,1124900000.0,590000000.0
DGXX,Digi Power X Inc.,0001854368,40,-28356223.0,34188226.0,134113579.0,10852379.0
XRPN,Armada Acquisition Corp. II,0002044009,40,1771983.0,,235199591.0,10715994.0
KFII,K&F GROWTH ACQUISITION CORP. II,0002029976,40,10196396.0,,300603350.0,10145764.0
GEOS,GEOSPACE TECHNOLOGIES CORP,0001001115,40,-9724000.0,110803000.0,153037000.0,27528000.0
BOLD,"Boundless Bio, Inc.",0001782303,40,-58197000.0,,157059000.0,58405000.0
FEAM,"5E Advanced Materials, Inc.",0001888654,40,-31555000.0,,70729000.0,7539000.0
AIRG,AIRGAIN INC,0001272842,40,-6426000.0,51779000.0,45337000.0,17048000.0
QXL,QUANTUM X LABS INC.,0000797542,40,-19285000.0,26941000.0,10757000.0,975153.0
NTRB,NutriBand Inc.,0001676047,40,-8229632.0,2036651.0,7547935.0,868447.0
CMPX,"Compass Therapeutics, Inc.",0001738021,40,-66489000.0,,219588000.0,22797000.0
MESH,Meshflow Acquisition Corp,0002081468,40,550974.0,,347012367.0,14805130.0
CARL,"CARLSMED, INC.",0001794546,40,-29634000.0,,130120000.0,31251000.0
FISN,"DEEP FISSION, INC.",0001918102,40,-61002954.0,,24691085.0,2403972.0
AVIR,"Atea Pharmaceuticals, Inc.",0001593899,40,-158349000.0,351367000.0,315218000.0,39784000.0
BOC,BOSTON OMAHA Corp,0001494582,40,-12427540.0,114376348.0,713072289.0,177000323.0
COBA,Chilean Cobalt Corp.,0001727255,40,-3263140.0,0.0,2847271.0,50432.0
S,"SentinelOne, Inc.",0001583708,40,-450735000.0,1001278000.0,2438102000.0,1000957000.0
RAL,Ralliant Corp,0002041385,40,-1222500000.0,2068800000.0,3821600000.0,2187300000.0
CGON,"CG Oncology, Inc.",0001991792,40,-160995000.0,,791592000.0,38990000.0
NCPLW,Netcapital Inc.,0001414767,40,-28301325.0,869460.0,20901491.0,5995767.0
BTCK,Teucrium Commodity Trust,0001471824,40,-26493588.0,,241695254.0,17047836.0
SERV,Serve Robotics Inc. /DE/,0001832483,40,-101361000.0,207545.0,367751000.0,17007000.0
BTCS,BTCS Inc.,0001436229,40,-33353433.0,16491584.0,214631822.0,75215043.0
VRDR,"VERDE RESOURCES, INC.",0001506929,40,-4782977.0,133202.0,39095392.0,1726621.0
IBIO,"iBio, Inc.",0001420720,40,-33044000.0,0.0,99110000.0,13397000.0
XBIT,XBiotech Inc.,0001626878,40,-45540000.0,,150082000.0,9732000.0
TENX,"TENAX THERAPEUTICS, INC.",0000034956,40,-52599000.0,0.0,104227000.0,7156000.0
UAVS,AgEagle Aerial Systems Inc.,0000008504,40,-5279717.0,13392777.0,42229341.0,6492635.0
VISK,"Viskase Holdings, Inc.",0000727510,40,-3409000.0,26000.0,42813000.0,4801000.0
BMBL,Bumble Inc.,0001830043,40,-693138000.0,965658000.0,1425078000.0,743969000.0
HVT,HAVERTY FURNITURE COMPANIES INC,0000216085,40,19730000.0,758995000.0,649052000.0,341123000.0
BIOA,"BioAge Labs, Inc.",0001709941,40,-80605000.0,8995000.0,294889000.0,22838000.0
CANE,Teucrium Commodity Trust,0001471824,40,-26493588.0,,241695254.0,17047836.0
NPAC,New Providence Acquisition Corp. III/Cayman,0002048948,40,7675973.0,,310806263.0,12884684.0
ANVS,"Annovis Bio, Inc.",0001477845,40,-28854197.0,0.0,21081625.0,4230375.0
WWR,"WESTWATER RESOURCES, INC.",0000839470,40,-27326000.0,0.0,194533000.0,13004000.0
LINK,INTERLINK ELECTRONICS INC,0000828146,40,-1615000.0,11890000.0,11738000.0,2517000.0
PEW,GrabAGun Digital Holdings Inc.,0002051380,40,-2507000.0,96449000.0,131262000.0,23661000.0
RANG,Range Capital Acquisition Corp.,0002035644,40,4035451.0,,120927257.0,206622.0
AISP,"Airship AI Holdings, Inc.",0001842566,40,29321363.0,15321349.0,19475330.0,26624972.0
RNTX,"Rein Therapeutics, Inc.",0001420565,40,-49871000.0,0.0,24158000.0,7240000.0
PLRX,"PLIANT THERAPEUTICS, INC.",0001746473,40,-149344000.0,0.0,225228000.0,44023000.0
PMVP,"PMV Pharmaceuticals, Inc.",0001699382,40,-77742000.0,,116562000.0,11850000.0
INVE,"Identiv, Inc.",0001036044,40,-18003000.0,60219000.0,151337000.0,10636000.0
BFRGW,"BullFrog AI Holdings, Inc.",0001829247,40,-6498068.0,116670.0,2808351.0,672022.0
INN-PF,"Summit Hotel Properties, Inc.",0001497645,40,-11012000.0,729472000.0,2776030000.0,1502059000.0
INN-PE,"Summit Hotel Properties, Inc.",0001497645,40,-11012000.0,729472000.0,2776030000.0,1502059000.0
ZETA,Zeta Global Holdings Corp.,0001851003,40,-31509000.0,1304668000.0,1503524000.0,698935000.0
CCAP,"Crescent Capital BDC, Inc.",0001633336,40,34509000.0,,1622135000.0,916097000.0
CRDF,"Cardiff Oncology, Inc.",0001213037,40,-45851000.0,365993.0,61884000.0,16496000.0
IPWR,Ideal Power Inc.,0001507957,40,-10578420.0,0.0,10046689.0,2169600.0
CSPI,CSP INC /MA/,0000356037,40,-91000.0,58730000.0,71163000.0,26612000.0
WTG,Wintergreen Acquisition Corp.,0002053927,40,988403.0,,58753226.0,115845.0
BPAC,Blueport Acquisition Ltd,0002064177,40,-19738.0,,58327817.0,1285257.0
MNOV,MEDICINOVA INC,0001226616,40,-11997957.0,6000000.0,45603109.0,4016428.0
ATVK,"Globaltek Ventures, Inc.",0001530185,40,-6384392.0,678300.0,10969697.0,3169376.0
CAPR,"CAPRICOR THERAPEUTICS, INC.",0001133869,40,-105043946.0,0.0,355949294.0,50157149.0
RTAC,Renatus Tactical Acquisition Corp I,0002035173,40,2084244.0,,248611625.0,10423035.0
CRAQ,Cal Redwood Acquisition Corp.,0002058359,40,5054949.0,,236871137.0,9379542.0
ARCT,Arcturus Therapeutics Holdings Inc.,0001768224,40,-65783000.0,82031000.0,271148000.0,57163000.0
WEAT,Teucrium Commodity Trust,0001471824,40,-26493588.0,,241695254.0,17047836.0
TAGS,Teucrium Commodity Trust,0001471824,40,-26493588.0,,241695254.0,17047836.0
SOYB,Teucrium Commodity Trust,0001471824,40,-26493588.0,,241695254.0,17047836.0
CORN,Teucrium Commodity Trust,0001471824,40,-26493588.0,,241695254.0,17047836.0
ACCO,ACCO BRANDS Corp,0000712034,40,41300000.0,1524700000.0,2253000000.0,1588400000.0
TELO,"Telomir Pharmaceuticals, Inc.",0001971532,40,-10413205.0,,7341361.0,1427991.0
ZOMDF,Zomedica Corp.,0001684144,40,-81858000.0,4133123.0,127039000.0,11642000.0
EMPD,Empery Digital Inc.,0001829794,40,-150052486.0,974977.0,372436094.0,103221877.0
SEAT,Vivid Seats Inc.,0001856031,40,806054000.0,450509000.0,636866000.0,721995000.0
NORD,Nordicus Partners Corp,0001011060,40,-4001686.0,3346.0,75463346.0,11225463.0
NATH,"NATHANS FAMOUS, INC.",0000069733,40,20020000.0,22129000.0,53651000.0,67874000.0
XFOR,"X4 Pharmaceuticals, Inc",0001501697,40,-79199000.0,6500000.0,290461000.0,104171000.0
MRAM,EVERSPIN TECHNOLOGIES INC.,0001438423,40,-586000.0,49417000.0,84609000.0,15692000.0
SRRK,Scholar Rock Holding Corp,0001727196,40,-377939000.0,0.0,404272000.0,158784000.0
BA,BOEING CO,0000012927,40,2235000000.0,89463000000.0,168235000000.0,162778000000.0
SBFMW,Sunshine Biopharma Inc.,0001402328,40,-5975352.0,36305891.0,30079167.0,7040707.0
TEX,TEREX CORP,0000097216,40,221000000.0,5421000000.0,6139000000.0,4044000000.0
AWI,ARMSTRONG WORLD INDUSTRIES INC,0000007431,40,308700000.0,1620800000.0,1924700000.0,
CPER,United States Commodity Index Funds Trust,0001479247,40,75327633.0,-16559249.0,200014444.0,3102585.0
SWDR,"Starwood Real Estate Income Trust, Inc.",0001711929,40,-691616000.0,1580929000.0,18917862000.0,14550271000.0
ASPSZ,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,0001462418,40,71112000.0,216066000.0,139801000.0,
PCAP,ProCap Acquisition Corp,0002056634,40,5659179.0,,257302148.0,11365789.0
RLGT,"RADIANT LOGISTICS, INC",0001171155,40,17291000.0,902696000.0,426774000.0,200689000.0
RCKT,"ROCKET PHARMACEUTICALS, INC.",0001281895,40,-223123000.0,0.0,330449000.0,53228000.0
TKNO,"Alpha Teknova, Inc.",0001850902,40,-17259000.0,40520000.0,103584000.0,34809000.0
CPHC,Canterbury Park Holding Corp,0001672909,40,-529431.0,12602241.0,112581080.0,28703032.0
ASRV,AMERISERV FINANCIAL INC /PA/,0000707605,40,1442000.0,14634000.0,1453813000.0,1334501000.0
LPAA,Launch One Acquisition Corp.,0002015502,40,8309154.0,,245630529.0,11741137.0
FRMM,FORUM MARKETS Inc,0001690080,40,-450521000.0,6547000.0,306297000.0,66879000.0
IOR,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,0000949961,40,976000.0,,125917000.0,12000.0
MCHX,MARCHEX INC,0001224133,40,-5235000.0,90291000.0,39680000.0,9595000.0
NMAD,"NOMAD POWER SOLUTIONS, INC.",0001335105,40,-6078593.0,200000.0,12733621.0,1772070.0
LXEO,"Lexeo Therapeutics, Inc.",0001907108,40,-99961000.0,654000.0,268688000.0,22019000.0
MNRO,"MONRO, INC.",0000876427,40,2173000.0,1157176000.0,1567977000.0,976504000.0
SWDS,"Starwood Real Estate Income Trust, Inc.",0001711929,40,-691616000.0,1580929000.0,18917862000.0,14550271000.0
CAI,"Caris Life Sciences, Inc.",0002019410,40,-68088000.0,812033000.0,1125663000.0,548356000.0
LEVI,LEVI STRAUSS & CO,0000094845,40,210600000.0,6282000000.0,6848800000.0,4570200000.0
RDAG,Republic Digital Acquisition Co,0002055459,40,7718712.0,,309194555.0,12800343.0
GEVO,"Gevo, Inc.",0001392380,40,-33836000.0,711000.0,718929000.0,247760000.0
RLYB,Rallybio Corp,0001739410,40,-8978000.0,858000.0,62261000.0,4305000.0
ACET,"Adicet Bio, Inc.",0001720580,40,-116803000.0,,192355000.0,33145000.0
SERA,"SERA PROGNOSTICS, INC.",0001534969,40,-31928000.0,81000.0,101933000.0,26525000.0
ALIS,Calisa Acquisition Corp,0002026767,40,245454.0,,61017446.0,85186.0
RVRC,Revium Rx.,0001839140,40,-13449000.0,,8296000.0,1415000.0
LCGMF,LION COPPER & GOLD CORP.,0001339688,40,4383000.0,,29468000.0,6082000.0
LFVN,Lifevantage Corp,0000849146,40,5072000.0,203204000.0,62111000.0,28522000.0
IEHC,IEH Corp,0000050292,40,-1296784.0,29417600.0,27058894.0,4700402.0
APAC,StoneBridge Acquisition II Corp,0002043630,40,302325.0,,58639061.0,45683.0
TACO,Berto Acquisition Corp.,0002033122,40,7876314.0,,309391928.0,12439195.0
CAG,CONAGRA BRANDS INC.,0000023217,40,-1916200000.0,1500000000.0,17274400000.0,10916800000.0
SNEX,StoneX Group Inc.,0000913760,40,305900000.0,132378200000.0,45268000000.0,42890600000.0
ASPSW,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,0001462418,40,71112000.0,216066000.0,139801000.0,
ILMN,"ILLUMINA, INC.",0001110803,40,850000000.0,4343000000.0,6644000000.0,
IPSC,"Century Therapeutics, Inc.",0001850119,40,-9580000.0,109164000.0,223704000.0,64768000.0
SLP,"Simulations Plus, Inc.",0001023459,40,-64718000.0,59577000.0,131936000.0,7135000.0
CLFD,"Clearfield, Inc.",0000796505,40,-8050000.0,85034000.0,306173000.0,50010000.0
WRAP,"WRAP TECHNOLOGIES, INC.",0001702924,40,-10335000.0,4672000.0,15418000.0,3928000.0
MMTX,Miluna Acquisition Corp,0002077033,40,316509.0,,70223492.0,740748.0
SIMA,SIM Acquisition Corp. I,0002014982,40,8789649.0,,245388730.0,11254592.0
VRA,"Vera Bradley, Inc.",0001495320,40,2657000.0,118193000.0,234005000.0,102366000.0
DWTX,"Dogwood Therapeutics, Inc.",0001818844,40,-34257370.0,,90171237.0,15274370.0
GANX,"Gain Therapeutics, Inc.",0001819411,40,-20161099.0,55180.0,22818975.0,4254227.0
MGPI,MGP INGREDIENTS INC,0000835011,40,-107809000.0,19782000.0,1235864000.0,519074000.0
CD,Chaince Digital Holdings Inc.,0001527762,40,-5097831.0,1867068.0,46595073.0,2562879.0
WENN,WEN Acquisition Corp,0002057043,40,6877026.0,,308496366.0,14421082.0
HCXY,"Hercules Capital, Inc.",0001280784,40,339737000.0,,4584026000.0,2367973000.0
PEB-PH,Pebblebrook Hotel Trust,0001474098,40,-65811000.0,1475544000.0,5348174000.0,2785436000.0
PEB-PG,Pebblebrook Hotel Trust,0001474098,40,-65811000.0,1475544000.0,5348174000.0,2785436000.0
CFTR-PA,"Cantor Fitzgerald Income Trust, Inc.",0001666244,40,-8412310.0,97855264.0,1136840647.0,666504266.0
IA,INNOVATIVE SOLUTIONS & SUPPORT INC,0000836690,40,15627660.0,,103360153.0,38757611.0
FCRS,FutureCrest Acquisition Corp.,0002074697,40,2404209.0,,291551364.0,12484029.0
LYEL,"Lyell Immunopharma, Inc.",0001806952,40,-274448000.0,36000.0,340052000.0,91850000.0
UPB,"Upstream Bio, Inc.",0002022626,40,-143443000.0,2854000.0,353772000.0,14001000.0
LCCC,Lakeshore Acquisition III Corp.,0002049248,40,1257633.0,,71623609.0,2490000.0
CGTX,COGNITION THERAPEUTICS INC,0001455365,40,-23487000.0,,48390000.0,14119000.0
BCRD,"BlueOne Technologies, Inc.",0001496690,40,-2945205.0,260013.0,12627742.0,2265856.0
ACRV,"Acrivon Therapeutics, Inc.",0001781174,40,-77905000.0,,129717000.0,17201000.0
SUIG,SUI Group Holdings Ltd.,0001425355,40,-266081856.0,3898631.0,190364976.0,20623297.0
HYPR,"Hyperfine, Inc.",0001833769,40,-35574000.0,13563000.0,55262000.0,14257000.0
ALDX,"Aldeyra Therapeutics, Inc.",0001341235,40,-33846661.0,,72059317.0,27808927.0
ORIQ,Origin Investment Corp I,0002044523,40,683099.0,,72311172.0,174872.0
ICCC,IMMUCELL CORP /DE/,0000811641,40,-1040027.0,26493169.0,42532447.0,15476967.0
SCCO,SOUTHERN COPPER CORP/,0001001838,40,536900000.0,6654500000.0,21381400000.0,
STX,Seagate Technology Holdings plc,0001137789,40,1469000000.0,7384000000.0,8023000000.0,8476000000.0
COMP,"Compass, Inc.",0001563190,40,-58500000.0,6961600000.0,1539500000.0,752200000.0
SFD,SMITHFIELD FOODS INC,0000091388,40,987000000.0,15531000000.0,12177000000.0,
JXN,Jackson Financial Inc.,0001822993,40,27000000.0,6683000000.0,352586000000.0,342244000000.0
TACH,Titan Acquisition Corp.,0002009183,40,7236195.0,,286457271.0,13838202.0
MBOT,Microbot Medical Inc.,0000883975,40,-13142000.0,29000.0,81544000.0,3990000.0
XTGRF,XTRA-GOLD RESOURCES CORP,0001288770,40,-5324757.0,,9823316.0,917255.0
PLYX,"Polaryx Therapeutics, Inc.",0002075320,40,-8985000.0,,5170000.0,605000.0
MGTE,Marblegate Capital Corp,0001965052,40,-44947000.0,48532000.0,713032000.0,116762000.0
BHM,"Bluerock Homes Trust, Inc.",0001903382,40,-1000000.0,68734000.0,1154405000.0,462565000.0
ATRA,"Atara Biotherapeutics, Inc.",0001604464,40,32688000.0,120772000.0,20235000.0,58737000.0
ARQ,"Arq, Inc.",0001515156,40,-52610000.0,25764000.0,230580000.0,62617000.0
LGL,LGL GROUP INC,0000061004,40,-27000.0,1219000.0,46776000.0,1211000.0
REI,"RING ENERGY, INC.",0001384195,40,-34731199.0,307178072.0,1411899249.0,575623503.0
ATR,"APTARGROUP, INC.",0000896622,40,392789000.0,3777181000.0,5252719000.0,
AHL-PE,ASPEN INSURANCE HOLDINGS LTD,0001267395,40,-146800000.0,598500000.0,12532900000.0,9876900000.0
AHL-PD,ASPEN INSURANCE HOLDINGS LTD,0001267395,40,-146800000.0,598500000.0,12532900000.0,9876900000.0
KCHV,Kochav Defense Acquisition Corp.,0002053799,40,5535163.0,,259895500.0,7119104.0
CCII,Cohen Circle Acquisition Corp. II,0002064683,40,4355499.0,,259709691.0,10897791.0
HLLY,Holley Inc.,0001822928,40,19175000.0,613514000.0,1163953000.0,715028000.0
CHPG,ChampionsGate Acquisition Corp,0002024460,40,1175395.0,,76992999.0,1663238.0
NOEM,CO2 Energy Transition Corp.,0001956648,40,1652360.0,,72496829.0,2875111.0
PUSA,Aureus Greenway Holdings Inc,0002009312,40,-3677030.0,2964377.0,34751338.0,2036080.0
GRWG,GrowGeneration Corp.,0001604868,40,-24046000.0,193365479.0,147040000.0,49541000.0
AMPG,"AmpliTech Group, Inc.",0001518461,40,-7007155.0,25195930.0,51479179.0,18616618.0
SEV,Aptera Motors Corp,0001786471,40,-43907000.0,,30237000.0,9797000.0
KLRS,"Kalaris Therapeutics, Inc.",0001754068,40,-43438000.0,165000.0,121736000.0,42922000.0
SPKL,Spark I Acquisition Corp,0001884046,40,293600.0,,25357804.0,7347552.0
ARTNA,ARTESIAN RESOURCES CORP,0000863110,40,22822000.0,112941000.0,851229000.0,
BKKT,"Bakkt, Inc.",0001820302,40,-107212000.0,2335243000.0,162788000.0,50006000.0
VIAV,VIAVI SOLUTIONS INC.,0000912093,40,-30400000.0,1518300000.0,2705600000.0,1257100000.0
BRKR,BRUKER CORP,0001109354,40,-8600000.0,553600000.0,6241400000.0,3731100000.0
TWST,Twist Bioscience Corp,0001581280,40,-77670000.0,,641861000.0,168903000.0
JBL,JABIL INC,0000898293,40,657000000.0,25282320000.0,18543000000.0,17026000000.0
BAH,Booz Allen Hamilton Holding Corp,0001443646,40,851000000.0,11217000000.0,7118000000.0,6013000000.0
BROS,Dutch Bros Inc.,0001866581,40,79842000.0,1638159000.0,3009314000.0,2111445000.0
ZNTL,"Zentalis Pharmaceuticals, Inc.",0001725160,40,-137060000.0,0.0,288967000.0,72763000.0
OYSE,Oyster Enterprises II Acquisition Corp,0002042182,40,5784370.0,,260284528.0,8972542.0
BDCI,BTC Development Corp.,0002042292,40,1871283.0,,257284312.0,10876958.0
PAII,Pyrophyte Acquisition Corp. II,0002069238,40,2973863.0,,204802905.0,9463638.0
SPAI,Safe Pro Group Inc.,0002011208,40,-14322779.0,606681.0,19114804.0,1397791.0
QSEA,Quartzsea Acquisition Corp,0002047455,40,510959.0,,85336925.0,4053883.0
YARW,"Yarrow Bioscience, Inc.",0001566044,40,-26483000.0,4286000.0,30160000.0,2395000.0
AMCI,AMC Robotics Corp,0001937891,40,-24817342.0,5980847.0,11172586.0,746384.0
RR,RICHTECH ROBOTICS INC.,0001963685,40,-15754000.0,5045000.0,272758000.0,2925000.0
ALUB,Alussa Energy Acquisition Corp. II,0002041493,40,-7403644.0,,290243281.0,18716728.0
SDHI,Siddhi Acquisition Corp (Cayman Islands),0002034037,40,-223387.0,,286743485.0,16683674.0
CATX,"Perspective Therapeutics, Inc.",0000728387,40,-103121000.0,2505000.0,266972000.0,59941000.0
PTLO,Portillo's Inc.,0001871509,40,19345000.0,732066000.0,1606534000.0,1109261000.0
RFIL,R F INDUSTRIES LTD,0000740664,40,75000.0,55325000.0,73046000.0,37842000.0
OCC,OPTICAL CABLE CORP,0001000230,40,48613.0,20273277.0,40059781.0,18485876.0
INV,"Innventure, Inc.",0002001557,40,-293317000.0,2056000.0,599187000.0,115511000.0
QUMS,Quantumsphere Acquisition Corp,0002070900,40,978206.0,,85200365.0,3585747.0
PGAC,PANTAGES CAPITAL ACQUISITION Corp,0002030829,40,2547952.0,,90359632.0,1654422.0
SEER,"Seer, Inc.",0001726445,40,-73600000.0,16578000.0,296083000.0,36776000.0
PLMK,"Plum Acquisition Corp, IV",0002030482,40,6051821.0,,181681987.0,7363935.0
DTCX,"Datacentrex, Inc.",0001853825,40,-8502885.0,2446.0,66841910.0,335203.0
COYA,"Coya Therapeutics, Inc.",0001835022,40,-21226107.0,7945753.0,49950245.0,6922015.0
HYSR,"SUNHYDROGEN, INC.",0001481028,40,-8226307.0,,37923920.0,674942.0
LAKE,LAKELAND INDUSTRIES INC,0000798081,40,-25311000.0,192648000.0,209933000.0,80806000.0
NAUT,"Nautilus Biotechnology, Inc.",0001808805,40,-59001000.0,,191112000.0,34139000.0
RFL,"Rafael Holdings, Inc.",0001713863,40,-290000.0,917000.0,114109000.0,15738000.0
SLNG,"Stabilis Solutions, Inc.",0001043186,40,-1354000.0,68245000.0,83110000.0,16438000.0
ET-PI,Energy Transfer LP,0001276187,40,4433000000.0,85536000000.0,141286000000.0,
AHL-PF,ASPEN INSURANCE HOLDINGS LTD,0001267395,40,-146800000.0,598500000.0,12532900000.0,9876900000.0
R,RYDER SYSTEM INC,0000085961,40,499000000.0,12665000000.0,16387000000.0,13335000000.0
IMVT,"Immunovant, Inc.",0001764013,40,-505606000.0,,957014000.0,104422000.0
BLZR,Trailblazer Acquisition Corp.,0002075310,40,2984991.0,,279551867.0,11822756.0
DSAC,Daedalus Special Acquisition Corp.,0002082149,40,370459.0,,251743139.0,8946683.0
CHAR,Charlton Aria Acquisition Corp,0002024459,40,2982042.0,,89457824.0,1898508.0
AGPU,Axe Compute Inc.,0001446159,40,-233095203.0,,52888346.0,5171391.0
ENGN,enGene Therapeutics Inc.,0001980845,40,-117302000.0,,221468000.0,53758000.0
